beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,2.46,2.12,2.17,2.21,2.08,2.1,2.5,2.91,3.42,3.77918,4.0,4.6633,4.58188,4.62353,5.1891,5.42105,5.0447,4.93228,4.95598,5.46,5.79,5.64,5.32,5.46,5.36,5.13,4.79,4.59,4.61,2778550.0,2823550.0,2863350.0,2898950.0,2935200.0,2971450.0,3008050.0,3044400.0,3078850.0,3107321.0,3139689.0,3179041.0,3213622.0,3244438.0,3273894.0,3301652.0,3328664.0,3355036.0,3379514.0,3397842.0,3413202.0,3432947.0,3457179.0,3485192.0,3514205.0,3544543.0,3578914.0,3616367.0,3655049.0,3684255.0,3697838.0,3704134.0,3700114.0,3682613.0,3657144.0,3629102.0,3601613.0,3575137.0,3549331.0,3524238.0,3499536.0,3470818.0,3443067.0,3415213.0,3377075.0,3322528.0,3269909.0,3231294.0,3198231.0,3162916.0,3097282.0,3028115.0,2987773.0,2957689.0,2932367.0,2904910.0,2868231.0,2828403.0,2801543.0,2794137.0,2794885.0,2800839.0,2831639.0,2871897.0,,-0.29832527,-0.285395384,-0.263150126,-0.306445837,-0.278347969,-0.151642829,-0.277095586,-0.240589797,-0.267568946,-0.257858634,-0.270516902,-0.177641675,-0.240978554,,0.567254603,0.589662313,0.621060073,0.495955795,0.519352257,0.565797269,0.503027141,0.555815279,0.507947206,0.641470194,0.614239335,0.749307334,0.698945105,,0.621323466,0.589249313,0.532837272,0.52619791,0.473149508,0.569533467,0.580971003,0.580803812,0.619342983,0.594609678,0.594167292,0.607613146,0.516805112,,0.865831733,0.851914525,0.797956586,0.766684294,0.815447628,0.765863121,0.857859731,0.952275991,0.851863742,0.866817832,0.914101243,0.882906199,,,5.954442978,5.80828476,5.553925991,5.466920853,5.065824986,5.43243742,5.771037102,5.595689297,6.125723839,5.711378098,5.865552425,6.272940636,6.308878899,,9.914383888,10.0314064,10.06763268,9.918400764,9.955636024,10.03689575,10.08786297,10.13237095,10.17573357,10.20528412,10.24116898,10.2929678,10.33951187,,0.930439949,0.940791965,0.91366744,0.932608962,0.881810606,0.911411285,0.918690145,0.91251415,0.908239841,0.92852354,0.937873363,0.926316619,0.929350138
,4.5,4.34,4.86,5.31,5.25,5.43,5.47,5.5,5.85,5.95,6.08,6.05,6.22,6.18,6.18,6.35,6.15,5.98,5.93,5.9,5.9,5.9,5.87,5.64,5.6,5.62,5.48,5.46,5.51,5.555,5.31,5.39,4.96,5.03,4.975,4.87,4.765,4.7,4.98,4.73558,4.535,4.46,4.36,4.265,4.46642,4.56687,4.40697,4.26694,4.29561,4.19,4.06,4.08,3.84,4.07,4.02,3.99,3.98,4.05,4.04,313970.0,316845.0,320750.0,324100.0,327750.0,331500.0,333895.0,334995.0,335850.0,337500.0,339171.0,342421.0,346600.0,350450.0,355050.0,358950.0,360731.0,361358.0,362007.0,362856.0,364150.0,365225.0,365525.0,365622.0,365998.0,366706.0,368355.0,370750.0,373450.0,377100.0,381850.0,387000.0,392175.0,397475.0,402925.0,408625.0,414225.0,419450.0,424700.0,430475.0,436300.0,441525.0,446175.0,451630.0,458095.0,465158.0,472637.0,479993.0,488650.0,497783.0,506953.0,518347.0,530946.0,543360.0,556319.0,569604.0,582014.0,596336.0,607950.0,620001.0,630419.0,640064.0,653103.0,668606.0,,,,,0.121556021,0.090343893,0.100354798,0.053239107,-0.059714578,0.09927851,0.046507813,0.014104202,0.039554782,-0.025496062,,,,,0.939101696,0.908303082,0.961830735,0.916520953,0.789655447,0.937987685,0.932256401,0.882365346,0.90282172,0.883929849,,,,,0.799492657,0.808782876,0.836458564,0.815248728,0.640379965,0.803083718,0.757444561,0.757949769,0.765816867,0.750309467,,,,,1.50280714,1.518027306,1.460983038,1.490909815,1.483172178,1.466502905,1.493052721,1.45981288,1.42865932,,,,,,6.957920074,7.097251892,7.101400375,6.964097023,7.130809307,6.89112711,6.701571465,6.967340946,7.061380863,7.242630959,,,,,11.39750004,11.42674923,11.42959881,11.40205193,11.41483116,11.44737625,11.45199203,11.46080017,11.45400238,11.45392799,,,,,0.938559353,0.952371716,0.934090614,0.913907707,0.916683257,0.875469446,0.933604598,0.941260576,0.905435503,0.902192414
,0.08,0.09,0.1,0.09,0.12,0.12,0.13,0.14,0.15,0.14,0.15,0.14,0.16,0.19,0.22,0.26,0.27,0.24,0.26,0.29,0.18,0.16,0.2,0.18,0.19,0.19,0.18,0.15,0.16,0.23,0.17,0.16,0.16,0.15,0.16,0.22,0.14,0.18,0.35,0.39317,0.40661,0.27717,0.38156,0.35665,0.33636,0.34089,0.37997,0.37229,0.39698,0.53,0.5,0.45,0.42,0.44,0.46,0.48,0.5,0.5,0.5,5073342.0,5206239.0,5343117.0,5484252.0,5630024.0,5780453.0,5936461.0,6099529.0,6270528.0,6450324.0,6639751.0,6840457.0,7051090.0,7268560.0,7491935.0,7720859.0,7955197.0,8195142.0,8440919.0,8692289.0,8948162.0,9207310.0,9470990.0,9740088.0,10015017.0,10297746.0,10588428.0,10890514.0,11206789.0,11536734.0,11882762.0,12245260.0,12623342.0,13020100.0,13436121.0,13869138.0,14317454.0,14778903.0,15250934.0,15730885.0,16216431.0,16709665.0,17211934.0,17724310.0,18250774.0,18792171.0,19350299.0,19924958.0,20513599.0,21117092.0,21731053.0,22348158.0,22966240.0,23588073.0,24215976.0,24850912.0,25501941.0,26169542.0,26846541.0,27533134.0,28225177.0,28915653.0,29611714.0,30325732.0,,-0.034507807,,-0.096137114,,,-0.058045469,-0.051045172,-0.014520834,-0.019201847,-0.036842145,-0.065171458,-0.029692357,0.00569242,,,,0.332436115,,,0.545555592,0.487007886,0.479550391,0.528805017,0.544753611,0.569645405,0.570347905,0.551473081,,0.701799214,,0.614424944,,,0.509870946,0.689855695,0.734315693,0.747616172,0.801758826,0.813191354,0.751698077,0.752341032,,0.036613308,,-0.398103029,,,-0.792465925,-0.709703803,-0.711675286,-0.528770864,-0.402996004,-0.300410032,-0.337169588,,,3.979751348,,4.640079021,,,4.381415367,3.550609589,3.815607071,3.675626993,3.592514038,3.663085938,4.078620434,4.070586681,,7.256494045,,7.328450203,,,7.220770836,7.223259449,7.218430519,7.224040031,7.227784634,7.241845608,7.255901337,7.279894829,,0.711134732,,0.775688589,,,0.818402648,0.673088312,0.672546744,0.655214131,0.646716535,0.746496975,0.626331985,0.665512979
,1.6,0.04,0.04,0.04,0.06,0.06,0.07,0.11,0.15,0.11,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.16,0.12,0.17,0.13,0.16,0.17,0.1,0.19,0.16,0.08,0.08,0.11,0.2,0.16,0.32,0.1,0.14,0.14,0.11,0.13,0.12,0.13,0.16126,0.15479,0.1507,0.14577,0.14161,0.13746,0.13535,0.13997,0.14411,0.14773,0.16,0.16,0.17,0.17,0.17,0.15,0.08,0.09,0.08,0.08,3621081.0,3708193.0,3799155.0,3893628.0,3990361.0,4089097.0,4190764.0,4295762.0,4403430.0,4512861.0,4625141.0,4742480.0,4865978.0,4996239.0,5134199.0,5280965.0,5438226.0,5611712.0,5808810.0,6029140.0,6267369.0,6519891.0,6784347.0,7058317.0,7339002.0,7625078.0,7909819.0,8295993.0,8754781.0,9174895.0,9539665.0,9831584.0,10115420.0,10257233.0,10131799.0,10112816.0,10310528.0,10512678.0,10732456.0,10973956.0,11229387.0,11498818.0,11784498.0,12087965.0,12411342.0,12755648.0,13118307.0,13495463.0,13889423.0,14298932.0,14718422.0,15146094.0,15581251.0,16024775.0,16477966.0,16938942.0,17405624.0,17881167.0,18367883.0,18867337.0,19377061.0,19889742.0,20405317.0,20931751.0,,0.192155972,0.194080174,,0.167865142,,0.090732373,0.161339447,0.070613295,0.053241409,0.050336555,0.058278691,0.017441062,0.065060876,,0.76714164,0.909993827,,0.879161239,,0.733463824,0.637362719,0.751995265,0.785766721,0.801390707,0.809884131,0.847920775,0.798915148,,0.670133293,0.727481604,,0.765324175,,0.712758839,0.815616429,0.808457434,0.703745067,0.632621288,0.603104591,0.608666539,0.586300433,,-0.066525847,-0.089731731,,-0.047780816,,-0.159166113,-0.104385272,-0.192281902,0.008397531,0.013314454,-0.072647721,-0.151014924,,,3.829868078,4.89103651,,5.148239613,,3.946062565,4.279269695,4.035084248,4.563080311,3.86763835,3.476492643,3.416862965,3.334633589,,6.750116348,6.811586857,,6.903993607,,6.957674503,6.946744442,6.968064308,6.994269848,6.992741108,6.988229752,6.998548031,7.005932331,,0.553878903,0.600266993,,0.71845001,,0.612736762,0.603725672,0.563161552,0.511616111,0.494381636,0.524299622,0.555422723,0.527843475
,0.4,0.34,0.31,0.29,0.34,0.34,0.32,0.31,0.3,0.27,0.27,0.25,0.33,0.4,0.36,0.4,0.41,0.47,0.55,0.61,0.58,0.62,0.49,0.5,0.51,0.47,0.45,0.48,0.52,0.6,0.57,0.7,0.7,0.72,0.74,0.74,0.81,0.85,0.85,0.44998,0.41799,0.41248,0.40926,0.40988,0.37979,0.34408,0.34341,0.3785,0.37267,0.38,0.39,0.41,0.4,0.4,0.4,0.45,0.48,0.48,0.48,7833782.0,8074805.0,8324218.0,8579350.0,8835925.0,9091016.0,9340240.0,9582086.0,9821308.0,10061684.0,10306508.0,10552557.0,10801619.0,11062664.0,11335187.0,11617947.0,11910081.0,12218924.0,12543892.0,12875011.0,13215707.0,13564594.0,13921029.0,14292862.0,14686454.0,15108135.0,15558740.0,16033103.0,16524616.0,17020143.0,17517054.0,18017464.0,18526708.0,19050077.0,19588703.0,20136888.0,20689051.0,21249178.0,21810542.0,22368655.0,22945150.0,23542517.0,24142445.0,24739411.0,25333247.0,25923536.0,26509413.0,27092604.0,27664296.0,28217204.0,28717731.0,29184133.0,29660212.0,30134807.0,30606459.0,31068833.0,31526418.0,31975806.0,32399271.0,32804020.0,33199993.0,33573874.0,33938221.0,34308525.0,,0.186822712,0.074862383,0.029653449,-0.023290228,0.017700704,-0.030832805,0.002716395,0.249951214,0.225337282,0.208450198,,,0.112881355,,0.836765766,0.843627632,0.77956599,0.874319792,0.769190669,0.840359092,0.848071814,0.79131043,0.808384359,0.674594462,,,0.874548256,,0.750242531,0.775071979,0.815414429,0.821610749,0.832447946,0.887327015,0.867352903,0.736497462,0.769534349,0.774716198,,,0.824454665,,-0.12771225,-0.164882019,-0.227433905,-0.273138225,-0.178312987,-0.19873257,-0.175875798,-0.143943816,-0.046841979,-0.066252634,,,,,6.011716843,6.238904476,5.806781769,5.384701729,5.580281734,5.786367416,5.914283752,5.770199776,5.962921619,6.322121143,,,5.338817596,,9.865335464,9.908140182,9.937267303,9.90394783,9.957372665,9.990530968,10.02529716,10.05294991,10.09388638,10.12669563,,,10.23550415,,0.865899801,0.871497095,0.802811384,0.791666389,0.839095771,0.770422995,0.841218948,0.830900133,0.863067031,0.817616284,,,0.789408565
,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.01,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.06143,0.0639,0.06369,0.06261,0.06222,0.06396,0.06428,0.06721,0.06918,0.07227,0.07,0.08,0.08,0.09,0.1,0.09,0.09,0.1,0.09,0.09,5346792.0,5420247.0,5494845.0,5570462.0,5647380.0,5726382.0,5806572.0,5888497.0,5973762.0,6061764.0,6153587.0,6247878.0,6347158.0,6455257.0,6569273.0,6687293.0,6807648.0,6935336.0,7072938.0,7218079.0,7372581.0,7532864.0,7696349.0,7863944.0,8030099.0,8187651.0,8334588.0,8474329.0,8617474.0,8774122.0,8945026.0,9123969.0,9310572.0,9506510.0,9711797.0,9921094.0,10131906.0,10359301.0,10620475.0,10916993.0,11239101.0,11583824.0,11952660.0,12342165.0,12751995.0,13180551.0,13623541.0,14080912.0,14551117.0,15032635.0,15529181.0,16039734.0,16514687.0,17004033.0,17551814.0,18112907.0,18700106.0,19311355.0,19934298.0,20567424.0,21224040.0,21904983.0,22593590.0,23293698.0,,-0.069298632,,-0.009655635,0.010832313,-0.025555452,-0.098450072,-0.085860699,-0.050856695,-0.035047229,-0.065125115,-0.067516871,-0.067120329,-0.031888556,,0.555075645,,0.494840056,0.633815944,0.749049723,0.822847605,0.704219282,0.664711058,0.651513875,0.633753538,0.696007371,0.753213346,0.737204552,,0.766734838,,0.682153642,0.760445774,0.796525419,0.758270442,0.68075037,0.723919928,0.740901411,0.708948314,0.806901336,0.741835773,0.770017266,,0.355476677,,0.20643872,-0.00297815,-0.012395941,-0.270239979,-1.264929414,-1.003334999,-0.937695801,-0.945022464,-0.902928174,-1.083188891,,,4.014075756,,4.114664078,3.976598501,3.762305021,4.666832924,4.313016891,3.676277161,3.974714279,4.582098484,4.016027927,4.741850376,4.415729523,,7.486114502,,7.5004673,7.513604641,7.534754276,7.536205292,7.498283863,7.492049217,7.531102657,7.559678555,7.586338997,7.608029842,7.627428055,,0.761116147,,0.746600628,0.732557058,0.750922263,0.795505047,0.823435068,0.81969142,0.843123436,0.830189168,0.836254537,0.741359413,0.691859066
,0.91,0.9,1.05,0.89,1.16,1.12,1.36,1.29,1.52,1.47,1.59,1.52,1.68,1.6,1.88,1.9,1.88,1.84,1.87,1.97,2.25,2.13,1.84,2.03,1.95,1.78,2.36,3.09,3.08,3.07,3.03,3.02,3.01,3.0,2.89,2.92,2.68,2.59,2.7,2.88013,2.77246,2.66618,1.87546,1.90131,1.74813,2.19888,2.77303,2.77167,2.77145,2.78,2.77,2.77,2.76,2.76,2.76,2.77,2.78,2.8,2.8,326550.0,325250.0,323900.0,322550.0,321250.0,318800.0,315200.0,311550.0,307900.0,304300.0,302650.0,302700.0,302450.0,302200.0,301996.0,304222.0,305774.0,306970.0,310182.0,313342.0,316645.0,318982.0,325898.0,330524.0,330593.0,336452.0,342121.0,344485.0,347325.0,350722.0,354170.0,363845.0,367618.0,371308.0,374797.0,377419.0,379905.0,382791.0,385287.0,387578.0,390087.0,393028.0,395969.0,398582.0,401268.0,403834.0,405308.0,406724.0,409379.0,412477.0,414508.0,416268.0,420028.0,425967.0,434558.0,445053.0,455356.0,467999.0,484630.0,504062.0,515332.0,518536.0,531113.0,553214.0,,,,,0.45777908,0.280877292,0.289928198,0.346270472,0.404151529,0.39837718,0.342014074,0.340700656,0.247621223,,,,,,0.803179801,0.802044392,0.881921828,0.860689878,0.909436285,0.903936625,0.91217804,0.916023612,0.923642933,0.927340686,,,,,0.714779913,0.69691956,0.736184418,0.744280636,0.660352707,0.652304292,0.679821253,0.687271595,0.720753372,0.721224427,,,,,1.20085144,1.210334539,1.103641868,1.115231514,1.099665165,1.154881597,1.133332491,1.13834691,1.217456341,,,,,,6.32763958,5.77387476,6.154718399,5.962872028,6.379924774,6.45211792,6.61339426,6.590842247,6.675665855,6.909710884,,,,,10.22300243,10.25290394,10.2618084,10.27958298,10.31062222,10.36867332,10.43667412,10.46477127,10.50543213,,,,,,0.91577214,0.9083215,0.922639728,0.921752036,0.942231417,0.941215873,0.918764889,0.930369377,0.937331796,0.931541502
,0.04,0.04,0.04,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.04,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00195,0.00018,0.00063,0.00219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838478.0,861663.0,885938.0,911290.0,937830.0,965621.0,994697.0,1024992.0,1056393.0,1088832.0,1122198.0,1156361.0,1191376.0,1227358.0,1264352.0,1302436.0,1341604.0,1381329.0,1421786.0,1463514.0,1506694.0,1551687.0,1598332.0,1646343.0,1695675.0,1746265.0,1798009.0,1851092.0,1905847.0,1955040.0,2006027.0,2066302.0,2147527.0,2237064.0,2315191.0,2380341.0,2428816.0,2484278.0,2550501.0,2620611.0,2695003.0,2761823.0,2821703.0,2883326.0,2946575.0,3012360.0,3081229.0,3153508.0,3233336.0,3322616.0,3419461.0,3524249.0,3636113.0,3742959.0,3843174.0,3946220.0,4051890.0,4160015.0,4270712.0,4383849.0,4498604.0,4614974.0,4736139.0,4862989.0,,,-0.05137071,0.001530086,0.05966128,0.073919289,0.070379019,-0.003726507,-0.062545121,-0.038983911,0.073411182,-0.157454357,-0.135666266,-0.095451452,,,0.572888374,0.593264878,0.735071182,0.66893059,0.566920221,0.487372756,0.60280025,0.468318135,0.447086573,0.466561466,0.527446806,0.466888547,,,0.732821584,0.731891096,0.737651169,0.777994037,0.762008309,0.782067597,0.793040097,0.754968464,0.819522083,0.734556079,0.637107074,0.663382471,,,-0.472307712,-0.792426348,-0.904128671,-0.992717862,-1.050637603,-1.022454023,-0.987090647,-0.742465556,-0.762823462,-0.761087239,-0.709610879,,,,4.149043083,4.248075008,4.500431538,4.772306919,4.784804344,4.673203945,4.199015141,4.482805252,3.922664165,4.472149372,4.678159714,4.313615322,,,8.145737648,8.128241539,8.089199066,8.106808662,8.123259544,8.149764061,8.179065704,8.203957558,8.189137459,8.180959702,8.188031197,8.196549416,,,0.681909025,0.670252621,0.819333792,0.856507838,0.750276566,0.763332725,0.741155803,0.852777958,0.874945939,0.784826875,0.77922523,0.801595509
,0.76,0.77,0.7,0.69,0.56,0.57,0.61,0.53,0.47,0.49,0.55,0.66,0.7,0.85,0.98,1.08,1.23,1.14,1.02,0.99,0.93,0.97,1.02,1.02,1.12,1.19,1.57,1.64,1.6,1.86,1.98,1.9,1.86,1.77,1.9,1.92,2.06,2.16,2.19,2.21049,2.14961,1.91991,2.00139,1.98666,1.9623,1.81425,1.7924,1.56418,1.9757,1.8,1.95,1.84,1.85,1.68,1.41,1.83,1.85,1.94,1.94,676683.0,680757.0,700349.0,718861.0,736381.0,753000.0,768813.0,783917.0,798413.0,812405.0,826000.0,839230.0,852053.0,864819.0,878042.0,892000.0,906507.0,921379.0,933499.0,949888.0,966039.0,980462.0,992521.0,1001691.0,1012221.0,1020528.0,1028360.0,1036082.0,1043239.0,1051260.0,1058775.0,1070266.0,1084441.0,1097374.0,1112846.0,1122457.0,1133996.0,1148284.0,1160421.0,1175267.0,1186873.0,1196287.0,1204621.0,1213370.0,1221003.0,1228254.0,1233996.0,1239630.0,1244121.0,1247429.0,1250400.0,1252404.0,1255882.0,1258927.0,1261208.0,1262879.0,1263747.0,1264887.0,1265577.0,1265985.0,1266014.0,1266334.0,1262523.0,1261041.0,,,,,,,0.183184341,,,0.167742044,,0.130789235,0.077978596,-0.082134947,,,,,,,0.848193765,,,0.824230313,,0.819175661,0.912307501,0.866928101,,,,,,,0.738434374,,,0.808024526,,0.784898281,0.747760177,0.77395165,,,,,,,0.871115565,,,0.804431081,,0.91341877,0.892901719,,,,,,,,5.477073193,,,5.647779942,,5.610003471,6.174117565,5.88174057,,,,,,,9.714852333,,,9.812241554,,9.881625175,9.918018341,9.956447601,,,,,,,0.80027318,,,0.784822047,,0.836032152,0.910142243,0.90884155
,1.84,1.78,1.74,2.04,2.14,2.18,2.23,2.21,2.33,2.36,2.04,2.34,2.61,2.89,2.78,2.68,2.86,2.89,3.15,3.21,3.32,3.17,2.71,2.68,2.8,2.97,3.05,3.16,3.57,3.51,3.56,3.75,3.99,3.91,3.96,4.13,3.69,3.73,3.79,3.76052,3.73697,3.68658,3.77049,3.79616,3.88976,4.00745,3.76022,3.67576,3.83112,3.53,3.53,3.41,3.28,3.38,3.59,3.72,3.72,3.72,3.72,36268055.0,37439317.0,38683283.0,39982118.0,41333878.0,42737991.0,44180437.0,45656963.0,47170337.0,48714394.0,50289306.0,51897675.0,53543436.0,55228203.0,56945880.0,58691882.0,60452543.0,62262505.0,64123997.0,65972912.0,67705186.0,69233769.0,70656783.0,72080310.0,73489654.0,74872006.0,76224365.0,77553504.0,78892015.0,80233749.0,81720428.0,83351595.0,84993164.0,86648447.0,88314424.0,89969572.0,91586555.0,93183094.0,94767284.0,96334810.0,97873442.0,99394288.0,100917081.0,102429341.0,103945813.0,105442402.0,106886790.0,108302973.0,109684489.0,111049428.0,112532401.0,114150481.0,115755909.0,117290686.0,118755887.0,120149897.0,121519221.0,122839258.0,124013861.0,125085311.0,125998302.0,126705138.0,127504125.0,128455567.0,,,-0.09790621,-0.130766824,-0.078765854,-0.05126686,-0.102275625,-0.095760457,-0.167555317,-0.097106457,-0.154544055,-0.155870572,-0.204242066,-0.181818426,0.813745499,,0.670430362,0.6774773,0.682463408,0.778120756,0.831368089,0.787768304,0.738716662,0.779132903,0.719465971,0.751613081,0.861405134,0.816200495,0.819803298,,0.815721214,0.825426459,0.848761618,0.840059161,0.790098727,0.784479201,0.789685428,0.80164963,0.74482131,0.859106421,0.842642307,0.88171345,-0.124936201,,-0.303273231,-0.33441925,-0.242725641,-0.273978293,-0.273038357,-0.274854422,-0.302915752,-0.426801324,-0.437031597,-0.349140942,-0.362546623,,6.580657959,,6.525378227,6.829036236,6.962819099,6.802388668,6.909515381,7.320185184,7.442546368,6.679831028,6.236287117,6.824172974,6.410299301,6.549578667,9.667229652,,9.703312874,9.698493004,9.628098488,9.662432671,9.68342495,9.704709053,9.704125404,9.718518257,9.737350464,9.753050804,9.760567665,9.769919395,0.902807653,,0.878805637,0.876327813,0.868220747,0.876389682,0.824064076,0.767279446,0.759138405,0.781964958,0.760614276,0.893492579,0.799839377,0.858068883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.47,0.38,0.45,0.36,0.38,0.44,0.31,0.46957,0.61977,0.81717,1.00132,1.27439,1.44781,1.67837,1.9169,1.95569,1.60413,1.65,1.83,1.95,1.78,1.62,1.52,1.5,1.51,1.53,1.53,2074015.0,2127854.0,2177676.0,2222675.0,2264461.0,2301425.0,2336782.0,2369729.0,2400264.0,2429193.0,2456514.0,2483032.0,2509550.0,2536068.0,2563389.0,2590711.0,2618032.0,2643746.0,2668657.0,2692764.0,2716068.0,2740175.0,2765889.0,2792407.0,2819728.0,2847050.0,2875175.0,2904907.0,2931424.0,2952317.0,2965978.0,2973210.0,2975621.0,2974817.0,2967585.0,2953200.0,2947293.0,2936413.0,2935227.0,2930622.0,2924668.0,2918135.0,2911385.0,2903198.0,2896023.0,2888985.0,2880967.0,2874299.0,2868833.0,2865213.0,2862354.0,2860699.0,2860324.0,2859558.0,2857815.0,2835978.0,2803186.0,2755189.0,2707203.0,2664224.0,2635130.0,2595809.0,2538894.0,2486891.0,,-0.115599677,-0.137002885,-0.007285506,-0.050162811,-0.040053613,-0.034252148,-0.002011025,-0.021718888,-0.066144489,-0.042187758,0.000704906,-0.003629582,-0.033677354,,0.554478109,0.696194947,0.640617132,0.550858617,0.598484814,0.62802279,0.602418542,0.657734275,0.623186231,0.595241427,0.557369471,0.552825212,0.823824346,,0.618771255,0.571287692,0.58373934,0.56160748,0.583790004,0.567914069,0.567696512,0.581803799,0.582632899,0.590383232,0.621101141,0.581488788,0.58171463,,-0.319226325,-0.153713048,-0.289065599,-0.441046119,-0.218290031,0.000105379,0.006032201,-0.035258129,-0.073721215,-0.149429277,-0.162387952,-0.134786367,,,5.102071285,4.774918079,5.502756119,5.554374218,5.589736462,5.792262554,5.995712757,5.75605917,5.917058468,6.017472267,5.577784061,5.325530529,5.682277203,,8.153647423,8.185523033,8.262534142,8.201921463,8.271512985,8.337878227,8.330985069,8.421093941,8.468586922,8.465222359,8.509845734,8.554483414,8.592376709,,0.812182605,0.804191709,0.871552587,0.855883062,0.847094715,0.869413555,0.826219797,0.802882969,0.804968834,0.8399055,0.83732146,0.83076793,0.89207989
